word,workerID,hitID,status,score,senseID,remarks
radio_station_2,participant1,1CTODXE5ML9YUUPW845PQSP7SDMDJ9,accepted,5,,
radio_station_2,participant115,1IBVMOQU02LTHL7VPQT79J797J2312,accepted,4,,
radio_station_2,participant87,1TLURZ5ALEFIWCEMT2D1B9YSB8RMRB,accepted,5,,
radio_station_2,participant185,10TSXRZFVRX9A3XE0TI17TQCOR4UA3,accepted,5,,a building
radio_station_2,participant242,1CFJ03AF7KZIVJD58R3VJBU1QF5ZR7,rejected,3,,Thank you
radio_station_2,participant262,1PC0MPTAOZRVCRREXRIWBOZAZW0TMD,accepted,5,,
radio_station_2,participant141,1JKKWUF6YHNDM5OWDHVDE9GITF5V0C,accepted,5,,
radio_station_2,participant125,1ZYA4DBEI1WGI34XJ66K5COKPHK5CU,accepted,4,,
radio_station_2,participant69,1C52BPC4AI79ORWM68BYJPLSC5HHBM,accepted,5,,
radio_station_2,participant39,15IVT9NJIA6OQ826D2Q9WNDW5MQ0F4,accepted,5,,
radio_station_2,participant143,18ZQOP8N3BIAHU0GCLORIS4IZZCKHV,accepted,3,,
radio_station_2,participant107,1FLYWOL43WUIKBZMGNO16JONFSLQMM,accepted,5,,It is literally a station for broadcasting on the radio.
radio_station_2,participant245,1Z462LIZOTVX4K685S1AUMOOD43T5M,accepted,5,,
radio_station_2,participant134,1Z7EEFPLMYCBANFCXTQWBHEZUPRBLV,accepted,4,,
radio_station_2,participant244,1A4OU3SM67XYPMGFF2XO4AC0SMJVO9,accepted,4,,
radio_station_2,participant96,1I37C8V8N15TMF80MLJVK4VICVVEZ0,accepted,4,,
radio_station_2,participant12,1XLBT4VUIIVOU9U0QQ8BEMDXCK5ZD5,accepted,5,,
radio_station_2,participant17,1O5DCBLHPDI80Z4WEAWUZKQOMIXI01,accepted,4,,
radio_station_2,participant227,1GGQBTWYVSGFC2CVEQ3NW12TEEQ8SL,accepted,5,,
radio_station_2,participant130,1AJYXKIAS4AV57IG7ZLH3W2GHSCC7O,accepted,5,,
radio_station_2,participant172,1V73J614B86AKUAHMTAB3F1FNV3GU6,accepted,4,,
radio_station_2,participant170,1UFQ830KO5WC4XLX5XRKZIAQXMU5UI,accepted,5,,
radio_station_2,participant28,1V0IJO84B248BQLYE2YTD69GIPIXNZ,accepted,2,,
radio_station_2,participant175,1HWJHATY1RRHS6DOLL3D95XC2W9LJ3,accepted,5,,
radio_station_2,participant68,126I4V3859GTPCBC6YZS7U26W34UU6,accepted,3,,
radio_station_2,participant56,1B0NE735KX3DAZJ8HT4SSTKIB6RSUW,accepted,4,,
radio_station_2,participant5,11FD6JX36DX1S5KN40S33DZ8BBQJY6,accepted,4,,
radio_station_2,participant76,1GJ7AHEZET3HO528V2JSYNYC44BSC9,accepted,5,,
radio_station_2,participant202,1HWJHATY1RRHS6DOLL3D95XC2VWLJO,accepted,3,,
radio_station_2,participant191,199H1SUNVLEWSXYBPQ8OEEGRZ9RQHP,accepted,4,,
cloud_nine,participant185,1WBT4I7471JYETH1GBNM669YFH3LQB,accepted,0,,
cloud_nine,participant244,1X4W8CDHKUI1XJ4VPPFNXT5HS9LUQ5,accepted,0,,
cloud_nine,participant262,19UMSLVVEFYYE0A2H2NXN3SULEJSBZ,accepted,0,,
cloud_nine,participant115,1RQWCH2XEC0GX73GPC0YXOF7NGQUPB,accepted,0,,
cloud_nine,participant141,19YK658UFK7QWTS9E6FNSVRHOHB9ID,accepted,0,,
cloud_nine,participant75,1WS5LNS1Z2O57I0JXX17X5WMO4CMH7,accepted,1,,Describes an emotion
cloud_nine,participant171,1C2CJL104GN67SBZI0BQTYGN5U53LG,accepted,0,,
cloud_nine,participant125,18U4O7J2GI75XJE99F0VGZWDEJ51XC,accepted,0,,
cloud_nine,participant263,1I64LM7P03UDTU9E90ZDSEZSY81V17,accepted,0,,
cloud_nine,participant107,13NOU63NOQR7CSLINLPQX1CSGKLA73,accepted,0,,
cloud_nine,participant142,1I98INZ2B6VXGXJCPXOX9AIJ26YVC5,accepted,0,,
cloud_nine,participant245,1LDYRWRC99IBPN121T5ZXBAPSANY48,accepted,0,,
cloud_nine,participant166,11Q0VX1JW3YRZD9SIFZJMSTLZ3V1DH,accepted,1,,cloud is a vapor-form suspended in air and we are also in air when extremely happy so cloud tallies but nine number is a number literally so I think 1 is okay.
cloud_nine,participant256,13YY3X6CMO7BUDB7XF7IBIJRZ6D4ZW,accepted,0,,
cloud_nine,participant96,12LMYG6ZIDURH3LS1TOJKM11Y3FTWG,accepted,1,,
cloud_nine,participant28,12KZ5Y6AVPV3ZMXIMMEI11NSWQM8QD,accepted,0,,
cloud_nine,participant12,1JPBXWYBYGETAWMDT7P7VEOZ30503O,accepted,0,,
cloud_nine,participant227,1Y3DNQHXOHA3IFFRAHUQ89Z0Z8EH6I,accepted,0,,
cloud_nine,participant172,1YP7R6GL45FOJ6LA1N4M75L86CR2CZ,accepted,1,,
cloud_nine,participant130,17EBDRCH4L1FZVV0HA5VXTVR8JSVKC,accepted,0,,
cloud_nine,participant170,1V12RFL4FRNC3QJ6363PAKXPHLWLKP,accepted,0,,
cloud_nine,participant131,1N0XWCCY8UP9G81NCCK4JVSTJU0ITL,accepted,0,,
cloud_nine,participant108,1HOGUDL3Q6TLF5AG5GGQ9C9NEXXW65,accepted,0,,
cloud_nine,participant2,1QHG2O2T5IKUWIUNZPUMRDX53S3M09,accepted,0,,
cloud_nine,participant5,147BXG13LFBO8BCMKCEG6FS3B1LL78,accepted,1,,
cloud_nine,participant56,11Z0Q60HDYYS8XL1KYJTSYCGRPATDC,accepted,0,,
cloud_nine,participant17,1Q7LGWLX1KZ0SF3CC1SSCSN31WFO95,accepted,2,,
cloud_nine,participant202,1NH8ZK5SZY3H2OIXE90Z5B6UHQO9KN,accepted,1,,
cloud_nine,participant191,1R8Y05SBSV1FGHT93UPYNT1T7HXQDF,accepted,1,,
cloud_nine,participant159,1JXS67WO60ICS0UDZ461KZSZ95KXJ2,accepted,1,,
role_model_1,participant185,1I6RJZH1S58V4UTZ8L8S7OM0CB28VT,accepted,4,,
role_model_1,participant115,1QMLP4IDXHWWL3MMRTPNOBYFOC0ESR,accepted,2,,
role_model_1,participant197,1NH8ZK5SZY3H2OIXE90Z5B6UGLDK9C,accepted,5,,
role_model_1,participant262,1WIUGMEWGG2R6T4RSG9JK7GUO8HZG2,accepted,2,,
role_model_1,participant141,1QQQEKCVFWWKKOM9C4PIY1TJ2BKREL,accepted,0,,
role_model_1,participant143,17VYYDLN5XFEPZWN6T9I2YG4CK6UTD,accepted,5,,
role_model_1,participant107,1AKP62RVR267V6QXBG26GFMF2NEI5L,accepted,1,,
role_model_1,participant245,1ZHSS3T6JAB1U9CE9SXWO3OA4P9NTC,accepted,3,,
role_model_1,participant119,1PQQ22L0Y7EO2TKMSO31JYDNLJFQN9,rejected,5,,The word "role" is very literal in the phrase "role model" in that the given person is put into a set role. Whether it be father brother boss priest etc. there are many different roles and many different models for those roles.
role_model_1,participant207,1PQQ22L0Y7EO2TKMSO31JYDNLJSNQJ,accepted,3,,
role_model_1,participant256,1MHW9A0VIH8X03Z1GTUDYGU1RZMETX,accepted,4,,
role_model_1,participant171,1TZ9UR5E6TDDBW490JV52CETBE6LNV,accepted,5,,
role_model_1,participant142,191RXE5QTGR1CUUX1Z7U63YDN96WHV,accepted,4,,
role_model_1,participant15,1Z5OLEMXDA95PWK7W3DB8Q39N104FP,accepted,3,,
role_model_1,participant17,1QLPJSJFXQMV68GSGU675JMH9CUYT1,accepted,3,,
role_model_1,participant227,1CXLIJIV4HWQJ1DI2AHWCT86XIDVLT,accepted,3,,
role_model_1,participant130,14DRQO2JOOCVIZC9DDE67KHBXPG9VW,accepted,4,,
role_model_1,participant172,1DLVYLE2K4VA39X8C56YVS1CGWQ693,accepted,3,,
role_model_1,participant170,1YP7R6GL45FOJ6LA1N4M75L86CVC2D,accepted,4,,
role_model_1,participant28,1ZV67CJ17YVWV0UZ39H0OG5TMP515N,accepted,5,,
role_model_1,participant46,1XNPDU4WPQKOO78SVW5O4FYQG4Y361,accepted,5,,
role_model_1,participant5,1SY2XKZA6SS8EBXBUHBLHVEBI41XPD,accepted,3,,
role_model_1,participant56,1UA6COSY7MXB4BGK5C2KQCVEZX0OWV,accepted,3,,
role_model_1,participant78,1A9FV5BR66OEDDEWVSRILFKH15CO3X,accepted,4,,
role_model_1,participant105,18I4T4WIGR1ORHMIM49T6TJF1IFFSL,accepted,4,,
role_model_1,participant202,1QCCMWUT8X0C8OO4DWVCENQUVZHY8K,accepted,3,,
role_model_1,participant191,13EOPY0LXP8L6G57B3AFR11AQKGUXR,accepted,5,,
role_model_1,participant159,1VW2T2U6AT1G79TU6M6KMD16MIA6R4,accepted,5,,
role_model_1,participant150,18FJJ3WRP7QEGOQNINPW7GTPXVKE94,accepted,4,,
role_model_1,participant198,1DO57I9RUAIR7M58DRJPC5KLAAAGMQ,accepted,4,,I think that the use of "role" is mostly literal in the phrase "role model".  The meaning of a role model is someone who plays the part of a person that someone else would want to model themselves after.  Therefore that "part" would be their "role" hence making it somewhat literal.  
crash_course,participant173,13VH5XJ3P3WBSLXWPDTZE9QHT4LHPM,accepted,0,,
crash_course,participant1,1AXBWK22MJMBLVW3FGYSAWM1T2ZINK,accepted,4,,
crash_course,participant245,17UQE632PBE7LPPQPTJ8TG01N1OVD9,accepted,1,,
crash_course,participant262,1E1FJT10MIRAOQUMHB85K8J4BLZZVH,accepted,1,,
crash_course,participant115,1OJS0WFEW6FQNVABJ21VPI62AGR5DN,accepted,1,,
crash_course,participant141,1R6C6BF58JELHH76DBBXUTIN5GXNOT,accepted,3,,
crash_course,participant107,1X7S5H3TKOZEXYDH476S8NYN6A3AO3,accepted,3,,It is a course but there is no crash.
crash_course,participant185,1QO4ATY463DVMI5KSPUNFB6B2LSF2N,accepted,0,,No collisions except for the mind encountering new information.  No crashes.
crash_course,participant101,1H95HE8SU04DJIKB1ST5Q8I9AYAE41,accepted,2,,
crash_course,participant3,1DN0PL9KT5SSJ3T1DQB9QRW6BY5JQQ,accepted,0,,
crash_course,participant234,1DYXLB2AIQDZ3PC9RWRJL5TYANG261,accepted,5,,
crash_course,participant207,18ISBD11R956WFZY6ISE3DNX7F0OR1,accepted,2,,
crash_course,participant125,1EXU4LZW31DR13UMWU70607SJGWGYG,accepted,3,,crash is figurative course is literal
crash_course,participant256,16WZWB8PMCHUKS7IBTMRM1KHCAMCLY,accepted,3,,
crash_course,participant142,1RNKMK9965SG9LE38WN668N4UVFB93,accepted,2,,
crash_course,participant96,1S201ZWRENDSPO7ZZSATZHYWQHP5AP,accepted,3,,
crash_course,participant28,17ML1HW1G4TVRF4Z3VYNB2KHZBS8UI,accepted,1,,
crash_course,participant17,1CTODXE5ML9YUUPW845PQSP7TMYDJ4,accepted,3,,
crash_course,participant227,1Z9I34Q31VLTN89H7WT1C2Z9XS3EMB,accepted,0,,
crash_course,participant172,1WS5LNS1Z2O57I0JXX17X5WMP9DMHJ,accepted,3,,
crash_course,participant134,1QCCMWUT8X0C8OO4DWVCENQUV02Y87,accepted,3,,
crash_course,participant170,1Z7EEFPLMYCBANFCXTQWBHEZURNBLV,accepted,3,,
crash_course,participant56,1XNPDU4WPQKOO78SVW5O4FYQG4A63G,accepted,1,,
crash_course,participant63,1H1K0XF9D8UFZZM61AWXHETN0LHMOC,accepted,3,,
crash_course,participant29,1SFMRH7Y94TWFDD53S6FTYYIG0CNAF,rejected,0,,
crash_course,participant105,1OWBVZQ3NPUXX4RFIE4NJZSBYR62W3,accepted,3,,
crash_course,participant47,11JLPR9WS8L0M3RBCF5GWB76BXEKTL,accepted,2,,
crash_course,participant202,1I64LM7P03UDTU9E90ZDSEZSZC9V1O,accepted,2,,
crash_course,participant191,1CTODXE5ML9YUUPW845PQSP7TM6JDI,rejected,4,,
crash_course,participant159,1WR9YA8EPHU8RC6B5XILKQ0OBQK4DI,accepted,3,,
call_centre_2,participant173,1NE2FMHQE8P5BJLTUU54VW7TVZAJTY,accepted,4,,
call_centre_2,participant185,1RATDI44FGARB4UDE8S77Z99DALFN4,accepted,4,,A hub of activity not necessarily right in the middle of anything. But a center like the way children in kindergarten have tables called learning centers. A focal point.
call_centre_2,participant115,1UUJO2VFU5AIQT30C51C54LZKIARYB,accepted,4,,
call_centre_2,participant170,1QHG2O2T5IKUWIUNZPUMRDX52JDM00,accepted,5,,
call_centre_2,participant262,1YC54GSD6JXZJQ69MWJ1HSTMBBVC9G,accepted,5,,
call_centre_2,participant141,1R6C6BF58JELHH76DBBXUTIN5FQNOK,accepted,3,,
call_centre_2,participant143,1CQUJ9SPXEBK8N79ZP0ITBJE6PLQEM,accepted,5,,
call_centre_2,participant107,18TTRWHMWUOHYPRCA5JMAKFHF0L3QY,accepted,4,,
call_centre_2,participant28,1WBT4I7471JYETH1GBNM669YFNGLQ0,accepted,5,,
call_centre_2,participant245,1WS5LNS1Z2O57I0JXX17X5WMO51MHY,accepted,5,,
call_centre_2,participant207,1FTYHRNW40OZX3JMHSFF2RDSSIPFI1,accepted,3,,
call_centre_2,participant256,19BMTVW2D6PFW97ATX08I8J3JFGI2I,accepted,5,,
call_centre_2,participant171,1JR6UXD7RVPQMTYF3WROSNVR52ZH8X,accepted,4,,
call_centre_2,participant142,1BDYF9KF7SC9NIME5JS63FSV35CVA7,accepted,5,,
call_centre_2,participant96,1V0IJO84B248BQLYE2YTD69GINZXNC,accepted,5,,
call_centre_2,participant17,18TTRWHMWUOHYPRCA5JMAKFHG4S3QE,accepted,4,,
call_centre_2,participant227,1CFJ03AF7KZIVJD58R3VJBU1RLAZRP,accepted,5,,
call_centre_2,participant46,1QQQEKCVFWWKKOM9C4PIY1TJ3GHERG,accepted,5,,
call_centre_2,participant208,154NRN4P052S538EQDVJC9KQK93351,accepted,3,,
call_centre_2,participant172,1HWJHATY1RRHS6DOLL3D95XC2WRLJL,accepted,4,,
call_centre_2,participant130,1N52KDISXDP42Z9KSBLUPQOY4QN1JW,accepted,5,,
call_centre_2,participant134,111YIUWSN7P1R7R95YTOR0PGJIAXA6,accepted,3,,
call_centre_2,participant108,13DBDM9NG4ZRTDQ87X5VJ5RPF5DMY5,accepted,5,,
call_centre_2,participant2,1IBH2UUJ86QOGLGCCHAEOREV28NIUS,accepted,5,,
call_centre_2,participant150,1BANWIP6VP9CSCI0ZLDFKOYY5QEM9P,accepted,5,,
call_centre_2,participant76,1VR6189OACZHIAQXJKYWXSTNMD5QAG,accepted,4,,
call_centre_2,participant105,18ISBD11R956WFZY6ISE3DNX7HMROU,accepted,5,,
call_centre_2,participant202,1TZ9UR5E6TDDBW490JV52CETBF9NL2,rejected,2,,
call_centre_2,participant191,1IDZGSG8LQHIDFFDR1571SSTB0YP98,accepted,4,,
call_centre_2,participant159,1FLYWOL43WUIKBZMGNO16JONGWQMQW,accepted,5,,
lip_service,participant115,114JU7C70ZTQW2RO6GH9OL5RQ87ZAJ,accepted,2,,
lip_service,participant170,1GP38PLKKL2YAM4JHOEINXYGRIJSTJ,accepted,4,,
lip_service,participant221,1KL2N6WY38VO8S7D4BKYRNCWL5AA65,accepted,3,,
lip_service,participant141,13YSIT4F11ALHXSFRI138MHACNP0QM,accepted,3,,
lip_service,participant262,13DBDM9NG4ZRTDQ87X5VJ5RPE0PYMI,accepted,0,,
lip_service,participant125,18X8L8BFRL8PKMO7PCPFXVF4IGUCXB,accepted,1,,
lip_service,participant69,1M78A73NG8510I1F3905XW6N3ZS2G7,accepted,1,,
lip_service,participant107,1NRX13D0RZP87OPEAT0UDP9YQ75I1Z,accepted,1,,Lips are slightly involved service isn't much if at all.
lip_service,participant185,1DGUDLDN597X0T8Y63BO7L924DQ10P,accepted,2,,
lip_service,participant245,1IA9X05EMZPFTGBKKDK8B9GU91TYOO,accepted,2,,
lip_service,participant3,13YY3X6CMO7BUDB7XF7IBIJRY404ZE,accepted,1,,
lip_service,participant129,1U1RT9EW43PNMOH4DSFOV5EWDX5X9Y,accepted,0,,
lip_service,participant256,1L2TCEEVVJDEK5XU7MWT3MNCKZE59H,accepted,3,,
lip_service,participant40,1WL68U5592TQ7RIY1F0GN6IJFCOY3P,accepted,1,,There is no servicing of lips; it's a figure of speech.
lip_service,participant96,1FPHAKYXX3ST3GWFGVY5PLM6KKYIOA,accepted,1,,
lip_service,participant227,19PRC51UJKPBRKRGBFL8U9Y3WVKJ2C,accepted,0,,
lip_service,participant208,1F0BH3GU536OPJKVU46S0F4V6RXDYQ,accepted,1,,
lip_service,participant134,1BTKC8DRCUAZ1882BAXU2FCDS80HF6,accepted,2,,
lip_service,participant172,126I4V3859GTPCBC6YZS7U26W3HUUJ,accepted,3,,
lip_service,participant131,1C8TZA0ICDV5R3D3MYFFC0JM5OQXSB,accepted,1,,Man I'm just not sure about this one. Can't remember what I said it was earlier but I have a tough time taking this literally.
lip_service,participant28,1MYSUA0RDQE8N1LBAG1PROOQTHDU6V,accepted,1,,
lip_service,participant17,14PFMEDD2X42SFZHHQ9N8TGPS3SZXK,accepted,2,,
lip_service,participant46,11QNTABVO5C9ADTDH08Y12GTDCD8DQ,accepted,1,,
lip_service,participant2,10NJIFKLU15UBXJJK50RSDWICYX1GJ,accepted,1,,
lip_service,participant5,14PFMEDD2X42SFZHHQ9N8TGPS37ZXZ,accepted,4,,
lip_service,participant56,1N6YFDX4566045F6FLCCBVNUNZB6XG,accepted,2,,
lip_service,participant171,124G6590UHRRSOOAMWVJ8NABUFID0R,accepted,1,,
lip_service,participant24,1VW2T2U6AT1G79TU6M6KMD16MJAR6R,accepted,1,,
lip_service,participant202,1M78A73NG8510I1F3905XW6N43H2G5,accepted,2,,
lip_service,participant191,1GKV09QGD7G3BNCIZ13I6RXXSC3R8C,rejected,0,,
couch_potato,participant173,1BKN0RGYBSQE6SR6BXS2YQC1KFHVB5,accepted,1,,
couch_potato,participant221,10TSXRZFVRX9A3XE0TI17TQCORTUAS,accepted,1,,
couch_potato,participant28,1WU5V9RHSKMFMG60CKVQ17T8T37KUH,accepted,3,,I wonder how many of your participants are couch potatoes... I certainly qualify!  I am at this moment on my couch and have been here for a good two hours or so without getting up.  I might just grow roots.
couch_potato,participant107,1N9JRQDJIYAP90FLG30X8G35UQ7Z6L,accepted,0,,
couch_potato,participant245,1THP2JBS3ZFUXREZ8RD61J3OXBPMSG,accepted,1,,
couch_potato,participant115,1MU6NHFFIMNC02MEOIFK7JE194SG91,accepted,1,,
couch_potato,participant263,1TZ9UR5E6TDDBW490JV52CETAAKNL2,accepted,2,,'couch' is literal but potato is so beyond literal that i gave it a 2 instead of a 3
couch_potato,participant262,11KQ57FZQA7RY5OPKGMKN62N6O46E0,accepted,0,,
